Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021),Province or Territory Abbreviation
Tiny,330.0,240.0,70.0,40.0,80.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,3.5,12966.0,11787.0,10.0,335.05,38.7,Ont.
Tipella 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.
Tisdale,920.0,320.0,205.0,85.0,30.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,65.0,25.0,20.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2962.0,3235.0,-8.4,6.56,451.9,Sask.
Tisdale No. 427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.0,911.0,-2.9,843.02,1.0,Sask.
Tobacco Plains 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,75.0,28.0,41.74,2.3,B.C.
Tobin Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,89.0,56.2,2.29,60.8,Sask.
Tobique 20,250.0,25.0,30.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,968.0,11.6,24.98,43.2,N.B.
Tofield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2045.0,2081.0,-1.7,8.21,249.2,Alta.
Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,86.0,-3.5,1.44,57.7,Sask.
Tompkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,152.0,0.7,2.68,57.1,Sask.
Toosey 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,107.0,-2.8,22.43,4.6,B.C.
Torbay,355.0,310.0,85.0,10.0,10.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,7852.0,7899.0,-0.6,34.89,225.0,N.L.
Torch River No. 488,50.0,10.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.0,1471.0,-17.1,5145.75,0.2,Sask.
Tork 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,64.0,-6.3,2.63,22.8,B.C.
Toronto,65220.0,163870.0,133065.0,53865.0,43765.0,29.7,6455.0,27325.0,53345.0,42455.0,71180.0,48.0,30700.0,26565.0,10160.0,2110.0,985.0,16.9,205.0,485.0,145.0,65.0,20.0,21.1,12815.0,3670.0,2780.0,1160.0,1415.0,16.9,2794356.0,2731571.0,2.3,631.1,4427.8,Ont.
Torquay,0.0,15.0,10.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,255.0,-15.7,1.35,159.4,Sask.
Touchwood No. 248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,343.0,8.7,684.57,0.5,Sask.
Tourville,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,589.0,-2.2,164.36,3.5,Que.
Towdystan Lake 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,50.0,2.64,5.7,B.C.
Towinock 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,220.0,0.88,18.2,B.C.
Tracadie,2280.0,1050.0,390.0,90.0,55.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,16043.0,16114.0,-0.4,516.55,31.1,N.B.
Tracy,35.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,608.0,0.3,29.44,20.7,N.B.
Trail,2180.0,1780.0,400.0,130.0,55.0,15.7,10.0,35.0,25.0,0.0,0.0,24.8,190.0,85.0,10.0,0.0,0.0,11.6,15.0,15.0,0.0,0.0,0.0,11.2,20.0,10.0,0.0,0.0,0.0,14.8,7920.0,7709.0,2.7,34.9,226.9,B.C.
Tramping Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,60.0,-41.7,1.27,27.7,Sask.
Tramping Lake No. 380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,375.0,7.2,605.12,0.7,Sask.
Traytown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,267.0,4.5,13.3,21.0,N.L.
Trent Hills,880.0,895.0,445.0,160.0,140.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,165.0,30.0,10.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,3.6,13861.0,12900.0,7.4,513.85,27.0,Ont.
Trent Lakes,185.0,140.0,130.0,35.0,20.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,6439.0,5397.0,19.3,833.72,7.7,Ont.
Trenton,130.0,105.0,10.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.6,2407.0,2474.0,-2.7,6.07,396.7,N.S.
Trepassey,35.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,481.0,-15.8,54.21,7.5,N.L.
Tribune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,45.0,-44.4,1.69,14.8,Sask.
Trinity (Trinity Bay),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,169.0,-55.0,12.92,5.9,N.L.
Trinity Bay North,125.0,30.0,15.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649.0,1819.0,-9.3,26.19,63.0,N.L.
Triton,200.0,35.0,10.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,983.0,-8.9,7.54,118.9,N.L.
Trochu,295.0,105.0,45.0,10.0,30.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,1058.0,-5.7,2.78,359.5,Alta.
Trois-Pistoles,585.0,260.0,150.0,60.0,10.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,115.0,20.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.7,3115.0,3246.0,-4.0,7.63,408.1,Que.
Trois-Rives,35.0,0.0,10.0,0.0,20.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,396.0,29.3,597.76,0.9,Que.
Trois-Rivières,21150.0,17080.0,4760.0,1115.0,950.0,16.9,165.0,380.0,295.0,160.0,110.0,29.8,1720.0,740.0,190.0,45.0,20.0,12.5,85.0,45.0,15.0,0.0,0.0,14.1,290.0,65.0,15.0,10.0,0.0,9.3,139163.0,134413.0,3.5,288.65,482.1,Que.
Trout Lake Alec 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-100.0,0.94,0.0,B.C.
Trout River,50.0,0.0,0.0,0.0,10.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,552.0,-8.0,5.83,87.1,N.L.
Truro,3865.0,2195.0,615.0,385.0,325.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,245.0,170.0,50.0,20.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,9.2,12954.0,12261.0,5.7,37.52,345.3,N.S.
Très-Saint-Rédempteur,15.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0,898.0,8.9,26.06,37.5,Que.
Très-Saint-Sacrement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,1186.0,0.3,97.16,12.2,Que.
Trécesson,30.0,50.0,20.0,10.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.0,1223.0,0.7,196.89,6.3,Que.
Tsa Xana 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,187.0,9.6,1.83,112.0,B.C.
Tsahaheh 1,115.0,15.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,596.0,542.0,10.0,4.01,148.6,B.C.
Tsaukan 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,B.C.
Tsawwassen,380.0,880.0,1025.0,280.0,165.0,29.3,20.0,60.0,240.0,160.0,595.0,60.0,35.0,30.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,10.0,20.0,0.0,28.4,2256.0,816.0,176.5,6.57,343.3,B.C.
Tseatah 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,-34.8,1.04,14.4,B.C.
Tsiigehtchic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,172.0,-19.8,47.89,2.9,N.W.T.
Tsinstikeptum 10,380.0,300.0,60.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,15.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1766.0,1416.0,24.7,3.31,533.9,B.C.
Tsinstikeptum 9,1535.0,775.0,350.0,35.0,50.0,15.2,15.0,15.0,90.0,65.0,40.0,39.6,140.0,115.0,20.0,0.0,0.0,12.8,15.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,7.5,9134.0,7612.0,20.0,6.76,1351.7,B.C.
Tsulquate 4,25.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,431.0,4.6,0.6,753.0,B.C.
Tsussie 6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,103.0,-20.4,0.13,652.3,B.C.
Tuckkwiowhum 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,34.0,-8.8,0.4,78.0,B.C.
Tudor and Cashel,20.0,25.0,10.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,740.0,586.0,26.3,433.31,1.7,Ont.
Tugaske,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,75.0,5.3,0.75,105.2,Sask.
Tuktoyaktuk,90.0,10.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,898.0,4.3,12.66,74.0,N.W.T.
Tulita,40.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,477.0,-17.0,52.28,7.6,N.W.T.
Tullymet No. 216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,200.0,-8.5,555.62,0.3,Sask.
Tumbler Ridge,345.0,75.0,140.0,15.0,35.0,22.0,0.0,10.0,60.0,0.0,85.0,52.6,80.0,30.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2399.0,1987.0,20.7,1557.41,1.5,B.C.
Turner Valley,145.0,55.0,40.0,10.0,25.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2611.0,2559.0,2.0,5.75,453.7,Alta.
Turnor Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,149.0,3.4,5.07,30.3,Sask.
Turnor Lake 193B,45.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,476.0,-10.1,3.13,136.7,Sask.
Turtleford,185.0,140.0,40.0,20.0,20.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,496.0,1.4,1.66,302.2,Sask.
Tuxford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,113.0,-8.8,0.68,152.3,Sask.
Tweed,345.0,235.0,115.0,45.0,25.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,6067.0,6044.0,0.4,918.61,6.6,Ont.
Twillingate,295.0,55.0,25.0,0.0,20.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121.0,2196.0,-3.4,25.6,82.8,N.L.
Two Borders,60.0,35.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,1175.0,-4.7,2321.73,0.5,Man.
Two Hills,230.0,185.0,85.0,20.0,30.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1416.0,1352.0,4.7,3.11,454.7,Alta.
Tyne Valley,52.5,15.0,5.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,249.0,-8.0,1.94,118.1,P.E.I.
Tzart-Lam 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,39.0,-30.8,0.07,362.4,B.C.
Tzeachten 13,180.0,85.0,35.0,0.0,15.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,3089.0,2358.0,31.0,2.64,1168.6,B.C.
Témiscaming,760.0,180.0,15.0,80.0,105.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13.0,2368.0,2431.0,-2.6,710.84,3.3,Que.
Témiscouata-sur-le-Lac,1085.0,510.0,250.0,105.0,10.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,7.3,15.0,10.0,0.0,0.0,0.0,9.2,20.0,10.0,0.0,0.0,0.0,6.6,5054.0,4910.0,2.9,218.81,23.1,Que.
Uashat 27,595.0,135.0,10.0,0.0,10.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,80.0,40.0,15.0,0.0,0.0,13.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1550.0,1592.0,-2.6,2.36,657.2,Que.
Ucluelet,455.0,90.0,35.0,10.0,50.0,16.7,0.0,0.0,0.0,0.0,30.0,100.0,120.0,40.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.8,2066.0,1717.0,20.3,6.48,318.8,B.C.
Ulkatcho 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,B.C.
Ulkatcho 14A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,155.0,-25.2,2.64,44.0,B.C.
Ulukhaktok,30.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,4.6,10.0,0.0,0.0,0.0,0.0,2.8,30.0,0.0,0.0,0.0,0.0,3.8,408.0,396.0,3.0,120.71,3.4,N.W.T.
Ulverton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,433.0,418.0,3.6,51.27,8.4,Que.
Umingmaktok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95,0.0,Nvt.
Umiujaq,20.0,0.0,0.0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,2.6,10.0,0.0,0.0,0.0,0.0,1.7,12.5,5.0,0.0,0.0,0.0,2.3,541.0,442.0,22.4,28.38,19.1,Que.
Union Bay 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,94.0,16.0,0.29,376.6,B.C.
Union Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,204.0,4.4,10.33,20.6,P.E.I.
Unipouheos 121,70.0,45.0,10.0,0.0,10.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,909.0,-3.7,88.55,9.9,Alta.
Unity,645.0,125.0,85.0,10.0,35.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,90.0,25.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.8,2496.0,2573.0,-3.0,9.7,257.3,Sask.
